cycle,pc,target,jump_double_b_predictor,jump_streak,is_taken
128167,2147494668,2147494628,2,1,1
128177,2147494656,2147494660,1,0,0
128178,2147494660,2147494664,0,-1,0
128180,2147494668,2147494628,1,0,1
128181,2147494668,2147494628,2,1,1
128191,2147494656,2147494660,1,0,0
128192,2147494660,2147494664,0,-1,0
128194,2147494668,2147494628,1,0,1
128195,2147494668,2147494628,2,1,1
128205,2147494656,2147494660,1,0,0
128206,2147494660,2147494664,0,-1,0
128208,2147494668,2147494628,1,0,1
128209,2147494668,2147494628,2,1,1
128219,2147494656,2147494660,1,0,0
128220,2147494660,2147494664,0,-1,0
128222,2147494668,2147494628,1,0,1
128223,2147494668,2147494628,2,1,1
128233,2147494656,2147494660,1,0,0
128234,2147494660,2147494664,0,-1,0
128236,2147494668,2147494628,1,0,1
128237,2147494668,2147494628,2,1,1
128247,2147494656,2147494660,1,0,0
128248,2147494660,2147494664,0,-1,0
128250,2147494668,2147494628,1,0,1
128251,2147494668,2147494628,2,1,1
128261,2147494656,2147494660,1,0,0
128262,2147494660,2147494664,0,-1,0
128264,2147494668,2147494628,1,0,1
128265,2147494668,2147494628,2,1,1
128275,2147494656,2147494660,1,0,0
128276,2147494660,2147494664,0,-1,0
128278,2147494668,2147494628,1,0,1
128279,2147494668,2147494628,2,1,1
128289,2147494656,2147494660,1,0,0
128290,2147494660,2147494664,0,-1,0
128292,2147494668,2147494628,1,0,1
128293,2147494668,2147494628,2,1,1
128303,2147494656,2147494660,1,0,0
128304,2147494660,2147494664,0,-1,0
128306,2147494668,2147494628,1,0,1
128307,2147494668,2147494628,2,1,1
128317,2147494656,2147494660,1,0,0
128318,2147494660,2147494664,0,-1,0
128320,2147494668,2147494628,1,0,1
128321,2147494668,2147494628,2,1,1
128331,2147494656,2147494660,1,0,0
128332,2147494660,2147494664,0,-1,0
128334,2147494668,2147494628,1,0,1
128335,2147494668,2147494628,2,1,1
128345,2147494656,2147494660,1,0,0
128346,2147494660,2147494664,0,-1,0
128348,2147494668,2147494628,1,0,1
128349,2147494668,2147494628,2,1,1
128359,2147494656,2147494660,1,0,0
128360,2147494660,2147494664,0,-1,0
128362,2147494668,2147494628,1,0,1
128363,2147494668,2147494628,2,1,1
128373,2147494656,2147494660,1,0,0
128374,2147494660,2147494664,0,-1,0
128376,2147494668,2147494628,1,0,1
128377,2147494668,2147494628,2,1,1
128387,2147494656,2147494660,1,0,0
128388,2147494660,2147494664,0,-1,0
128390,2147494668,2147494628,1,0,1
128391,2147494668,2147494628,2,1,1
128401,2147494656,2147494660,1,0,0
128402,2147494660,2147494664,0,-1,0
128404,2147494668,2147494628,1,0,1
128405,2147494668,2147494628,2,1,1
128415,2147494656,2147494660,1,0,0
128416,2147494660,2147494664,0,-1,0
128418,2147494668,2147494628,1,0,1
128419,2147494668,2147494628,2,1,1
128429,2147494656,2147494660,1,0,0
128430,2147494660,2147494664,0,-1,0
128432,2147494668,2147494628,1,0,1
128433,2147494668,2147494628,2,1,1
128443,2147494656,2147494660,1,0,0
128444,2147494660,2147494664,0,-1,0
128446,2147494668,2147494628,1,0,1
128447,2147494668,2147494628,2,1,1
128457,2147494656,2147494660,1,0,0
128458,2147494660,2147494664,0,-1,0
128460,2147494668,2147494628,1,0,1
128461,2147494668,2147494628,2,1,1
128471,2147494656,2147494660,1,0,0
128472,2147494660,2147494664,0,-1,0
128474,2147494668,2147494628,1,0,1
128475,2147494668,2147494628,2,1,1
128485,2147494656,2147494660,1,0,0
128486,2147494660,2147494664,0,-1,0
128488,2147494668,2147494628,1,0,1
128489,2147494668,2147494628,2,1,1
128499,2147494656,2147494660,1,0,0
128500,2147494660,2147494664,0,-1,0
128502,2147494668,2147494628,1,0,1
128503,2147494668,2147494628,2,1,1
128513,2147494656,2147494660,1,0,0
128514,2147494660,2147494664,0,-1,0
128516,2147494668,2147494628,1,0,1
128517,2147494668,2147494628,2,1,1
128527,2147494656,2147494660,1,0,0
128528,2147494660,2147494664,0,-1,0
128530,2147494668,2147494628,1,0,1
128531,2147494668,2147494628,2,1,1
128541,2147494656,2147494660,1,0,0
128542,2147494660,2147494664,0,-1,0
128544,2147494668,2147494628,1,0,1
128545,2147494668,2147494628,2,1,1
128555,2147494656,2147494660,1,0,0
128556,2147494660,2147494664,0,-1,0
128558,2147494668,2147494628,1,0,1
128559,2147494668,2147494628,2,1,1
128569,2147494656,2147494660,1,0,0
128570,2147494660,2147494664,0,-1,0
128572,2147494668,2147494628,1,0,1
128573,2147494668,2147494628,2,1,1
128583,2147494656,2147494660,1,0,0
128584,2147494660,2147494664,0,-1,0
128586,2147494668,2147494628,1,0,1
128587,2147494668,2147494628,2,1,1
128597,2147494656,2147494660,1,0,0
128598,2147494660,2147494664,0,-1,0
128600,2147494668,2147494628,1,0,1
128601,2147494668,2147494628,2,1,1
128611,2147494656,2147494660,1,0,0
128612,2147494660,2147494664,0,-1,0
128614,2147494668,2147494628,1,0,1
128615,2147494668,2147494628,2,1,1
128625,2147494656,2147494660,1,0,0
128626,2147494660,2147494664,0,-1,0
128628,2147494668,2147494628,1,0,1
128629,2147494668,2147494628,2,1,1
128639,2147494656,2147494660,1,0,0
128640,2147494660,2147494664,0,-1,0
128642,2147494668,2147494628,1,0,1
128643,2147494668,2147494628,2,1,1
128653,2147494656,2147494660,1,0,0
128654,2147494660,2147494664,0,-1,0
128656,2147494668,2147494628,1,0,1
128657,2147494668,2147494628,2,1,1
128667,2147494656,2147494660,1,0,0
128668,2147494660,2147494664,0,-1,0
128670,2147494668,2147494628,1,0,1
128671,2147494668,2147494628,2,1,1
128681,2147494656,2147494660,1,0,0
128682,2147494660,2147494664,0,-1,0
128684,2147494668,2147494628,1,0,1
128685,2147494668,2147494628,2,1,1
128695,2147494656,2147494660,1,0,0
128696,2147494660,2147494664,0,-1,0
128698,2147494668,2147494628,1,0,1
128699,2147494668,2147494628,2,1,1
128709,2147494656,2147494660,1,0,0
128710,2147494660,2147494664,0,-1,0
128712,2147494668,2147494628,1,0,1
128713,2147494668,2147494628,2,1,1
128723,2147494656,2147494660,1,0,0
128724,2147494660,2147494664,0,-1,0
128726,2147494668,2147494628,1,0,1
128727,2147494668,2147494628,2,1,1
128737,2147494656,2147494660,1,0,0
128738,2147494660,2147494664,0,-1,0
128740,2147494668,2147494628,1,0,1
128741,2147494668,2147494628,2,1,1
128751,2147494656,2147494660,1,0,0
128752,2147494660,2147494664,0,-1,0
128754,2147494668,2147494628,1,0,1
128755,2147494668,2147494628,2,1,1
128765,2147494656,2147494660,1,0,0
128766,2147494660,2147494664,0,-1,0
128768,2147494668,2147494628,1,0,1
128769,2147494668,2147494628,2,1,1
128779,2147494656,2147494660,1,0,0
128780,2147494660,2147494664,0,-1,0
128782,2147494668,2147494628,1,0,1
128783,2147494668,2147494628,2,1,1
128793,2147494656,2147494660,1,0,0
128794,2147494660,2147494664,0,-1,0
128796,2147494668,2147494628,1,0,1
128797,2147494668,2147494628,2,1,1
128807,2147494656,2147494660,1,0,0
128808,2147494660,2147494664,0,-1,0
128810,2147494668,2147494628,1,0,1
128811,2147494668,2147494628,2,1,1
128821,2147494656,2147494660,1,0,0
128822,2147494660,2147494664,0,-1,0
128824,2147494668,2147494628,1,0,1
128825,2147494668,2147494628,2,1,1
128835,2147494656,2147494660,1,0,0
128836,2147494660,2147494664,0,-1,0
128838,2147494668,2147494628,1,0,1
128839,2147494668,2147494628,2,1,1
128849,2147494656,2147494660,1,0,0
128850,2147494660,2147494664,0,-1,0
128852,2147494668,2147494628,1,0,1
128853,2147494668,2147494628,2,1,1
128863,2147494656,2147494660,1,0,0
128864,2147494660,2147494664,0,-1,0
128866,2147494668,2147494628,1,0,1
128867,2147494668,2147494628,2,1,1
128877,2147494656,2147494660,1,0,0
128878,2147494660,2147494664,0,-1,0
128880,2147494668,2147494628,1,0,1
128881,2147494668,2147494628,2,1,1
128891,2147494656,2147494660,1,0,0
128892,2147494660,2147494664,0,-1,0
128894,2147494668,2147494628,1,0,1
128895,2147494668,2147494628,2,1,1
128905,2147494656,2147494660,1,0,0
128906,2147494660,2147494664,0,-1,0
128908,2147494668,2147494628,1,0,1
128909,2147494668,2147494628,2,1,1
128919,2147494656,2147494660,1,0,0
128920,2147494660,2147494664,0,-1,0
128922,2147494668,2147494628,1,0,1
128923,2147494668,2147494628,2,1,1
128933,2147494656,2147494660,1,0,0
128934,2147494660,2147494664,0,-1,0
128936,2147494668,2147494628,1,0,1
128937,2147494668,2147494628,2,1,1
128947,2147494656,2147494660,1,0,0
128948,2147494660,2147494664,0,-1,0
128950,2147494668,2147494628,1,0,1
128951,2147494668,2147494628,2,1,1
128961,2147494656,2147494660,1,0,0
128962,2147494660,2147494664,0,-1,0
128964,2147494668,2147494628,1,0,1
128965,2147494668,2147494628,2,1,1
128975,2147494656,2147494660,1,0,0
128976,2147494660,2147494664,0,-1,0
128978,2147494668,2147494628,1,0,1
128979,2147494668,2147494628,2,1,1
128989,2147494656,2147494660,1,0,0
128990,2147494660,2147494664,0,-1,0
128992,2147494668,2147494628,1,0,1
128993,2147494668,2147494628,2,1,1
129003,2147494656,2147494660,1,0,0
129004,2147494660,2147494664,0,-1,0
129006,2147494668,2147494628,1,0,1
129007,2147494668,2147494628,2,1,1
129017,2147494656,2147494660,1,0,0
129018,2147494660,2147494664,0,-1,0
129020,2147494668,2147494628,1,0,1
129021,2147494668,2147494628,2,1,1
129031,2147494656,2147494660,1,0,0
129032,2147494660,2147494664,0,-1,0
129034,2147494668,2147494628,1,0,1
129035,2147494668,2147494628,2,1,1
129045,2147494656,2147494660,1,0,0
129046,2147494660,2147494664,0,-1,0
129048,2147494668,2147494628,1,0,1
129049,2147494668,2147494628,2,1,1
129059,2147494656,2147494660,1,0,0
129060,2147494660,2147494664,0,-1,0
129062,2147494668,2147494628,1,0,1
129063,2147494668,2147494628,2,1,1
129073,2147494656,2147494660,1,0,0
129074,2147494660,2147494664,0,-1,0
129076,2147494668,2147494628,1,0,1
129077,2147494668,2147494628,2,1,1
129087,2147494656,2147494660,1,0,0
129088,2147494660,2147494664,0,-1,0
129090,2147494668,2147494628,1,0,1
129091,2147494668,2147494628,2,1,1
129101,2147494656,2147494660,1,0,0
129102,2147494660,2147494664,0,-1,0
129104,2147494668,2147494628,1,0,1
129105,2147494668,2147494628,2,1,1
129115,2147494656,2147494660,1,0,0
129116,2147494660,2147494664,0,-1,0
129118,2147494668,2147494628,1,0,1
129119,2147494668,2147494628,2,1,1
129129,2147494656,2147494660,1,0,0
129130,2147494660,2147494664,0,-1,0
129132,2147494668,2147494628,1,0,1
129133,2147494668,2147494628,2,1,1
129143,2147494656,2147494660,1,0,0
129144,2147494660,2147494664,0,-1,0
129146,2147494668,2147494628,1,0,1
129147,2147494668,2147494628,2,1,1
129157,2147494656,2147494660,1,0,0
129158,2147494660,2147494664,0,-1,0
129160,2147494668,2147494628,1,0,1
129161,2147494668,2147494628,2,1,1
129171,2147494656,2147494660,1,0,0
129172,2147494660,2147494664,0,-1,0
129174,2147494668,2147494628,1,0,1
129175,2147494668,2147494628,2,1,1
129185,2147494656,2147494660,1,0,0
129186,2147494660,2147494664,0,-1,0
129188,2147494668,2147494628,1,0,1
129189,2147494668,2147494628,2,1,1
129199,2147494656,2147494660,1,0,0
129200,2147494660,2147494664,0,-1,0
129202,2147494668,2147494628,1,0,1
129203,2147494668,2147494628,2,1,1
129213,2147494656,2147494660,1,0,0
129214,2147494660,2147494664,0,-1,0
129216,2147494668,2147494628,1,0,1
129217,2147494668,2147494628,2,1,1
129227,2147494656,2147494660,1,0,0
129228,2147494660,2147494664,0,-1,0
129230,2147494668,2147494628,1,0,1
129231,2147494668,2147494628,2,1,1
129241,2147494656,2147494660,1,0,0
129242,2147494660,2147494664,0,-1,0
129244,2147494668,2147494628,1,0,1
129245,2147494668,2147494628,2,1,1
129255,2147494656,2147494660,1,0,0
129256,2147494660,2147494664,0,-1,0
129258,2147494668,2147494628,1,0,1
129259,2147494668,2147494628,2,1,1
129269,2147494656,2147494660,1,0,0
129270,2147494660,2147494664,0,-1,0
129272,2147494668,2147494628,1,0,1
129273,2147494668,2147494628,2,1,1
129283,2147494656,2147494660,1,0,0
129284,2147494660,2147494664,0,-1,0
129286,2147494668,2147494628,1,0,1
129287,2147494668,2147494628,2,1,1
129297,2147494656,2147494660,1,0,0
129298,2147494660,2147494664,0,-1,0
129300,2147494668,2147494628,1,0,1
129301,2147494668,2147494628,2,1,1
129311,2147494656,2147494660,1,0,0
129312,2147494660,2147494664,0,-1,0
129314,2147494668,2147494628,1,0,1
129315,2147494668,2147494628,2,1,1
129325,2147494656,2147494660,1,0,0
129326,2147494660,2147494664,0,-1,0
129328,2147494668,2147494628,1,0,1
129329,2147494668,2147494628,2,1,1
129339,2147494656,2147494660,1,0,0
129340,2147494660,2147494664,0,-1,0
129342,2147494668,2147494628,1,0,1
129343,2147494668,2147494628,2,1,1
129353,2147494656,2147494660,1,0,0
129354,2147494660,2147494664,0,-1,0
129356,2147494668,2147494628,1,0,1
129357,2147494668,2147494628,2,1,1
129367,2147494656,2147494660,1,0,0
129368,2147494660,2147494664,0,-1,0
129370,2147494668,2147494628,1,0,1
129371,2147494668,2147494628,2,1,1
129381,2147494656,2147494660,1,0,0
129382,2147494660,2147494664,0,-1,0
129384,2147494668,2147494628,1,0,1
129385,2147494668,2147494628,2,1,1
129395,2147494656,2147494660,1,0,0
129396,2147494660,2147494664,0,-1,0
129398,2147494668,2147494628,1,0,1
129399,2147494668,2147494628,2,1,1
129409,2147494656,2147494660,1,0,0
129410,2147494660,2147494664,0,-1,0
129412,2147494668,2147494628,1,0,1
129413,2147494668,2147494628,2,1,1
129423,2147494656,2147494660,1,0,0
129424,2147494660,2147494664,0,-1,0
129426,2147494668,2147494628,1,0,1
129427,2147494668,2147494628,2,1,1
129437,2147494656,2147494660,1,0,0
129438,2147494660,2147494664,0,-1,0
129440,2147494668,2147494628,1,0,1
129441,2147494668,2147494628,2,1,1
129451,2147494656,2147494660,1,0,0
129452,2147494660,2147494664,0,-1,0
129454,2147494668,2147494628,1,0,1
129455,2147494668,2147494628,2,1,1
129465,2147494656,2147494660,1,0,0
129466,2147494660,2147494664,0,-1,0
129468,2147494668,2147494628,1,0,1
129469,2147494668,2147494628,2,1,1
129479,2147494656,2147494660,1,0,0
129480,2147494660,2147494664,0,-1,0
129482,2147494668,2147494628,1,0,1
129483,2147494668,2147494628,2,1,1
129493,2147494656,2147494660,1,0,0
129494,2147494660,2147494664,0,-1,0
129496,2147494668,2147494628,1,0,1
129497,2147494668,2147494628,2,1,1
129507,2147494656,2147494660,1,0,0
129508,2147494660,2147494664,0,-1,0
129510,2147494668,2147494628,1,0,1
129511,2147494668,2147494628,2,1,1
129521,2147494656,2147494660,1,0,0
129522,2147494660,2147494664,0,-1,0
129524,2147494668,2147494628,1,0,1
129525,2147494668,2147494628,2,1,1
129535,2147494656,2147494660,1,0,0
129536,2147494660,2147494664,0,-1,0
129538,2147494668,2147494628,1,0,1
129539,2147494668,2147494628,2,1,1
129549,2147494656,2147494660,1,0,0
129550,2147494660,2147494664,0,-1,0
129552,2147494668,2147494628,1,0,1
129553,2147494668,2147494628,2,1,1
129563,2147494656,2147494660,1,0,0
129564,2147494660,2147494664,0,-1,0
129566,2147494668,2147494628,1,0,1
129567,2147494668,2147494628,2,1,1
129577,2147494656,2147494660,1,0,0
129578,2147494660,2147494664,0,-1,0
129580,2147494668,2147494628,1,0,1
129581,2147494668,2147494628,2,1,1
129591,2147494656,2147494660,1,0,0
129592,2147494660,2147494664,0,-1,0
129594,2147494668,2147494628,1,0,1
129595,2147494668,2147494628,2,1,1
129605,2147494656,2147494660,1,0,0
129606,2147494660,2147494664,0,-1,0
129608,2147494668,2147494628,1,0,1
129609,2147494668,2147494628,2,1,1
129619,2147494656,2147494660,1,0,0
129620,2147494660,2147494664,0,-1,0
129622,2147494668,2147494628,1,0,1
129623,2147494668,2147494628,2,1,1
129633,2147494656,2147494660,1,0,0
129634,2147494660,2147494664,0,-1,0
129636,2147494668,2147494628,1,0,1
129637,2147494668,2147494628,2,1,1
129647,2147494656,2147494660,1,0,0
129648,2147494660,2147494664,0,-1,0
129650,2147494668,2147494628,1,0,1
129651,2147494668,2147494628,2,1,1
129661,2147494656,2147494660,1,0,0
129662,2147494660,2147494664,0,-1,0
129664,2147494668,2147494628,1,0,1
129665,2147494668,2147494628,2,1,1
129675,2147494656,2147494660,1,0,0
129676,2147494660,2147494664,0,-1,0
129678,2147494668,2147494628,1,0,1
129679,2147494668,2147494628,2,1,1
129689,2147494656,2147494660,1,0,0
129690,2147494660,2147494664,0,-1,0
129692,2147494668,2147494628,1,0,1
129693,2147494668,2147494628,2,1,1
129703,2147494656,2147494660,1,0,0
129704,2147494660,2147494664,0,-1,0
129706,2147494668,2147494628,1,0,1
129707,2147494668,2147494628,2,1,1
129717,2147494656,2147494660,1,0,0
129718,2147494660,2147494664,0,-1,0
129720,2147494668,2147494628,1,0,1
129721,2147494668,2147494628,2,1,1
129731,2147494656,2147494660,1,0,0
129732,2147494660,2147494664,0,-1,0
129734,2147494668,2147494628,1,0,1
129735,2147494668,2147494628,2,1,1
129745,2147494656,2147494660,1,0,0
129746,2147494660,2147494664,0,-1,0
129748,2147494668,2147494628,1,0,1
129749,2147494668,2147494628,2,1,1
129759,2147494656,2147494660,1,0,0
129760,2147494660,2147494664,0,-1,0
129762,2147494668,2147494628,1,0,1
129763,2147494668,2147494628,2,1,1
129773,2147494656,2147494660,1,0,0
129774,2147494660,2147494664,0,-1,0
129776,2147494668,2147494628,1,0,1
129777,2147494668,2147494628,2,1,1
129787,2147494656,2147494660,1,0,0
129788,2147494660,2147494664,0,-1,0
129790,2147494668,2147494628,1,0,1
129791,2147494668,2147494628,2,1,1
129801,2147494656,2147494660,1,0,0
129802,2147494660,2147494664,0,-1,0
129804,2147494668,2147494628,1,0,1
129805,2147494668,2147494628,2,1,1
129815,2147494656,2147494660,1,0,0
129816,2147494660,2147494664,0,-1,0
129818,2147494668,2147494628,1,0,1
129819,2147494668,2147494628,2,1,1
129829,2147494656,2147494660,1,0,0
129830,2147494660,2147494664,0,-1,0
129832,2147494668,2147494628,1,0,1
129833,2147494668,2147494628,2,1,1
129843,2147494656,2147494660,1,0,0
129844,2147494660,2147494664,0,-1,0
129846,2147494668,2147494628,1,0,1
129847,2147494668,2147494628,2,1,1
129857,2147494656,2147494660,1,0,0
129858,2147494660,2147494664,0,-1,0
129860,2147494668,2147494628,1,0,1
129861,2147494668,2147494628,2,1,1
129871,2147494656,2147494660,1,0,0
129872,2147494660,2147494664,0,-1,0
129874,2147494668,2147494628,1,0,1
129875,2147494668,2147494628,2,1,1
129885,2147494656,2147494660,1,0,0
129886,2147494660,2147494664,0,-1,0
129888,2147494668,2147494628,1,0,1
129889,2147494668,2147494628,2,1,1
129899,2147494656,2147494660,1,0,0
129900,2147494660,2147494664,0,-1,0
129902,2147494668,2147494628,1,0,1
129903,2147494668,2147494628,2,1,1
129913,2147494656,2147494660,1,0,0
129914,2147494660,2147494664,0,-1,0
129916,2147494668,2147494628,1,0,1
129917,2147494668,2147494628,2,1,1
129927,2147494656,2147494660,1,0,0
129928,2147494660,2147494664,0,-1,0
129930,2147494668,2147494628,1,0,1
129931,2147494668,2147494628,2,1,1
129941,2147494656,2147494660,1,0,0
129942,2147494660,2147494664,0,-1,0
129944,2147494668,2147494628,1,0,1
129945,2147494668,2147494628,2,1,1
129955,2147494656,2147494660,1,0,0
129956,2147494660,2147494664,0,-1,0
129958,2147494668,2147494628,1,0,1
129959,2147494668,2147494628,2,1,1
129969,2147494656,2147494660,1,0,0
129970,2147494660,2147494664,0,-1,0
129972,2147494668,2147494628,1,0,1
129973,2147494668,2147494628,2,1,1
129983,2147494656,2147494660,1,0,0
129984,2147494660,2147494664,0,-1,0
129986,2147494668,2147494628,1,0,1
129987,2147494668,2147494628,2,1,1
129997,2147494656,2147494660,1,0,0
129998,2147494660,2147494664,0,-1,0
130000,2147494668,2147494628,1,0,1
130001,2147494668,2147494628,2,1,1
130011,2147494656,2147494660,1,0,0
130012,2147494660,2147494664,0,-1,0
130014,2147494668,2147494628,1,0,1
130015,2147494668,2147494628,2,1,1
130025,2147494656,2147494660,1,0,0
130026,2147494660,2147494664,0,-1,0
130028,2147494668,2147494628,1,0,1
130029,2147494668,2147494628,2,1,1
130039,2147494656,2147494660,1,0,0
130040,2147494660,2147494664,0,-1,0
130042,2147494668,2147494628,1,0,1
130043,2147494668,2147494628,2,1,1
130053,2147494656,2147494660,1,0,0
130054,2147494660,2147494664,0,-1,0
130056,2147494668,2147494628,1,0,1
130057,2147494668,2147494628,2,1,1
130067,2147494656,2147494660,1,0,0
130068,2147494660,2147494664,0,-1,0
130070,2147494668,2147494628,1,0,1
130071,2147494668,2147494628,2,1,1
130081,2147494656,2147494660,1,0,0
130082,2147494660,2147494664,0,-1,0
130084,2147494668,2147494628,1,0,1
130085,2147494668,2147494628,2,1,1
130095,2147494656,2147494660,1,0,0
130096,2147494660,2147494664,0,-1,0
130098,2147494668,2147494628,1,0,1
130099,2147494668,2147494628,2,1,1
130109,2147494656,2147494660,1,0,0
130110,2147494660,2147494664,0,-1,0
130112,2147494668,2147494628,1,0,1
130113,2147494668,2147494628,2,1,1
130123,2147494656,2147494660,1,0,0
130124,2147494660,2147494664,0,-1,0
130126,2147494668,2147494628,1,0,1
130127,2147494668,2147494628,2,1,1
130137,2147494656,2147494660,1,0,0
130138,2147494660,2147494664,0,-1,0
130140,2147494668,2147494628,1,0,1
130141,2147494668,2147494628,2,1,1
130151,2147494656,2147494660,1,0,0
130152,2147494660,2147494664,0,-1,0
130154,2147494668,2147494628,1,0,1
130155,2147494668,2147494628,2,1,1
130165,2147494656,2147494660,1,0,0
130166,2147494660,2147494664,0,-1,0
130168,2147494668,2147494628,1,0,1
130169,2147494668,2147494628,2,1,1
130179,2147494656,2147494660,1,0,0
130180,2147494660,2147494664,0,-1,0
130182,2147494668,2147494628,1,0,1
130183,2147494668,2147494628,2,1,1
130193,2147494656,2147494660,1,0,0
130194,2147494660,2147494664,0,-1,0
130196,2147494668,2147494628,1,0,1
130197,2147494668,2147494628,2,1,1
130207,2147494656,2147494660,1,0,0
130208,2147494660,2147494664,0,-1,0
130210,2147494668,2147494628,1,0,1
130211,2147494668,2147494628,2,1,1
130221,2147494656,2147494660,1,0,0
130222,2147494660,2147494664,0,-1,0
130224,2147494668,2147494628,1,0,1
130225,2147494668,2147494628,2,1,1
130235,2147494656,2147494660,1,0,0
130236,2147494660,2147494664,0,-1,0
130238,2147494668,2147494628,1,0,1
130239,2147494668,2147494628,2,1,1
130249,2147494656,2147494660,1,0,0
130250,2147494660,2147494664,0,-1,0
130252,2147494668,2147494628,1,0,1
130253,2147494668,2147494628,2,1,1
130263,2147494656,2147494660,1,0,0
130264,2147494660,2147494664,0,-1,0
130266,2147494668,2147494628,1,0,1
130267,2147494668,2147494628,2,1,1
130277,2147494656,2147494660,1,0,0
130278,2147494660,2147494664,0,-1,0
130280,2147494668,2147494628,1,0,1
130281,2147494668,2147494628,2,1,1
130291,2147494656,2147494660,1,0,0
130292,2147494660,2147494664,0,-1,0
130294,2147494668,2147494628,1,0,1
130295,2147494668,2147494628,2,1,1
130305,2147494656,2147494660,1,0,0
130306,2147494660,2147494664,0,-1,0
130308,2147494668,2147494628,1,0,1
130309,2147494668,2147494628,2,1,1
130319,2147494656,2147494660,1,0,0
130320,2147494660,2147494664,0,-1,0
130322,2147494668,2147494628,1,0,1
130323,2147494668,2147494628,2,1,1
130333,2147494656,2147494660,1,0,0
130334,2147494660,2147494664,0,-1,0
130336,2147494668,2147494628,1,0,1
130337,2147494668,2147494628,2,1,1
130347,2147494656,2147494660,1,0,0
130348,2147494660,2147494664,0,-1,0
130350,2147494668,2147494628,1,0,1
130351,2147494668,2147494628,2,1,1
130361,2147494656,2147494660,1,0,0
130362,2147494660,2147494664,0,-1,0
130364,2147494668,2147494628,1,0,1
130365,2147494668,2147494628,2,1,1
130375,2147494656,2147494660,1,0,0
130376,2147494660,2147494664,0,-1,0
130378,2147494668,2147494628,1,0,1
130379,2147494668,2147494628,2,1,1
130389,2147494656,2147494660,1,0,0
130390,2147494660,2147494664,0,-1,0
130392,2147494668,2147494628,1,0,1
130393,2147494668,2147494628,2,1,1
130403,2147494656,2147494660,1,0,0
130404,2147494660,2147494664,0,-1,0
130406,2147494668,2147494628,1,0,1
130407,2147494668,2147494628,2,1,1
130417,2147494656,2147494660,1,0,0
130418,2147494660,2147494664,0,-1,0
130420,2147494668,2147494628,1,0,1
130421,2147494668,2147494628,2,1,1
130431,2147494656,2147494660,1,0,0
130432,2147494660,2147494664,0,-1,0
130434,2147494668,2147494628,1,0,1
130435,2147494668,2147494628,2,1,1
130445,2147494656,2147494660,1,0,0
130446,2147494660,2147494664,0,-1,0
130448,2147494668,2147494628,1,0,1
130449,2147494668,2147494628,2,1,1
130459,2147494656,2147494660,1,0,0
130460,2147494660,2147494664,0,-1,0
130462,2147494668,2147494628,1,0,1
130463,2147494668,2147494628,2,1,1
130473,2147494656,2147494660,1,0,0
130474,2147494660,2147494664,0,-1,0
130476,2147494668,2147494628,1,0,1
130477,2147494668,2147494628,2,1,1
130487,2147494656,2147494660,1,0,0
130488,2147494660,2147494664,0,-1,0
130490,2147494668,2147494628,1,0,1
130491,2147494668,2147494628,2,1,1
130501,2147494656,2147494660,1,0,0
130502,2147494660,2147494664,0,-1,0
130504,2147494668,2147494628,1,0,1
130505,2147494668,2147494628,2,1,1
130515,2147494656,2147494660,1,0,0
130516,2147494660,2147494664,0,-1,0
130518,2147494668,2147494628,1,0,1
130519,2147494668,2147494628,2,1,1
130529,2147494656,2147494660,1,0,0
130530,2147494660,2147494664,0,-1,0
130532,2147494668,2147494628,1,0,1
130533,2147494668,2147494628,2,1,1
130543,2147494656,2147494660,1,0,0
130544,2147494660,2147494664,0,-1,0
130546,2147494668,2147494628,1,0,1
130547,2147494668,2147494628,2,1,1
130557,2147494656,2147494660,1,0,0
130558,2147494660,2147494664,0,-1,0
130560,2147494668,2147494628,1,0,1
130561,2147494668,2147494628,2,1,1
130571,2147494656,2147494660,1,0,0
130572,2147494660,2147494664,0,-1,0
130574,2147494668,2147494628,1,0,1
130575,2147494668,2147494628,2,1,1
130585,2147494656,2147494660,1,0,0
130586,2147494660,2147494664,0,-1,0
130588,2147494668,2147494628,1,0,1
130589,2147494668,2147494628,2,1,1
130599,2147494656,2147494660,1,0,0
130600,2147494660,2147494664,0,-1,0
130602,2147494668,2147494628,1,0,1
130603,2147494668,2147494628,2,1,1
130613,2147494656,2147494660,1,0,0
130614,2147494660,2147494664,0,-1,0
130616,2147494668,2147494628,1,0,1
130617,2147494668,2147494628,2,1,1
130627,2147494656,2147494660,1,0,0
130628,2147494660,2147494664,0,-1,0
130630,2147494668,2147494628,1,0,1
130631,2147494668,2147494628,2,1,1
130641,2147494656,2147494660,1,0,0
130642,2147494660,2147494664,0,-1,0
130644,2147494668,2147494628,1,0,1
130645,2147494668,2147494628,2,1,1
130655,2147494656,2147494660,1,0,0
130656,2147494660,2147494664,0,-1,0
130658,2147494668,2147494628,1,0,1
130659,2147494668,2147494628,2,1,1
130669,2147494656,2147494660,1,0,0
130670,2147494660,2147494664,0,-1,0
130672,2147494668,2147494628,1,0,1
130673,2147494668,2147494628,2,1,1
130683,2147494656,2147494660,1,0,0
130684,2147494660,2147494664,0,-1,0
130686,2147494668,2147494628,1,0,1
130687,2147494668,2147494628,2,1,1
130697,2147494656,2147494660,1,0,0
130698,2147494660,2147494664,0,-1,0
130700,2147494668,2147494628,1,0,1
130701,2147494668,2147494628,2,1,1
